tab 	magic_measurements
er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_csd	measurement_dec	measurement_description	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_positions	measurement_sd_x	measurement_sd_y	measurement_sd_z	measurement_standard	measurement_temp	treatment_ac_field	treatment_dc_field	treatment_temp
This study	unknown	Z83.1	Z83	Z83.1a	Z83.1a:LP-DIR-T	hargrave 2015-10-02 10:06:51	LT-NO:LP-DIR-T	pmagpy-3.4.0	1.5	303.6		g	-79.8	5.28e-07	1	1	2.85e-10	1.49e-10	2.35e-10	u	273	0	0	273
This study	unknown	Z83.1	Z83	Z83.1a	Z83.1a:LP-DIR-T	hargrave 2015-10-14 16:16:28	LT-LT-Z:LP-DIR-T	pmagpy-3.4.0	2.9	305.5		g	-78.1	5.08e-07	2	1	5.82e-10	2.67e-10	2.24e-10	u	273	0	0	77
This study	unknown	Z83.1	Z83	Z83.1a	Z83.1a:LP-DIR-T	hargrave 2015-10-22 19:59:27	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	3.5	303.7		g	-76.3	5.28e-07	3	1	7.27e-10	3.25e-10	2.18e-10	u	273	0	0	348.0
This study	unknown	Z83.1	Z83	Z83.1a	Z83.1a:LP-DIR-T	hargrave 2015-11-04 17:33:38	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	0.9	307.8		g	-78.0	5.48e-07	4	1	2.04e-10	1.53e-10	2.44e-10	u	273	0	0	373.0
This study	unknown	Z83.1	Z83	Z83.1a	Z83.1a:LP-DIR-T	hargrave 2015-11-11 11:50:05	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.3	309.0		g	-77.3	5.72e-07	5	1	2.85e-10	1.48e-10	2.87e-11	u	273	0	0	423.0
This study	unknown	Z83.1	Z83	Z83.1a	Z83.1a:LP-DIR-T	hargrave 2015-12-02 16:18:48	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.1	306.8		g	-75.8	5.88e-07	6	1	4.20e-10	3.63e-10	1.62e-10	u	273	0	0	473.0
This study	unknown	Z83.1	Z83	Z83.1a	Z83.1a:LP-DIR-T	hargrave 2015-12-18 12:21:15	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.8	306.7		g	-74.8	6.13e-07	7	1	4.41e-10	1.90e-10	9.68e-11	u	273	0	0	523.0
This study	unknown	Z83.1	Z83	Z83.1a	Z83.1a:LP-DIR-T	hargrave 2016-01-07 13:25:11	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.1	307.3		g	-73.7	6.00e-07	8	1	2.14e-10	1.78e-10	2.08e-10	u	273	0	0	573.0
This study	unknown	Z83.1	Z83	Z83.1a	Z83.1a:LP-DIR-T	hargrave 2016-01-11 13:32:45	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.6	307.1		g	-72.8	5.68e-07	9	1	1.18e-10	3.82e-10	2.07e-10	u	273	0	0	623.0
This study	unknown	Z83.1	Z83	Z83.1a	Z83.1a:LP-DIR-T	hargrave 2016-01-13 12:12:42	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.4	302.4		g	-74.2	4.31e-07	10	1	9.25e-11	2.44e-10	2.18e-10	u	273	0	0	673.0
This study	unknown	Z83.1	Z83	Z83.1a	Z83.1a:LP-DIR-T	hargrave 2016-01-20 14:18:04	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.4	300.9		g	-74.4	3.98e-07	11	1	7.69e-11	2.29e-10	1.92e-10	u	273	0	0	698.0
This study	unknown	Z83.1	Z83	Z83.1a	Z83.1a:LP-DIR-T	hargrave 2016-01-22 12:54:52	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.5	294.4		g	-74.6	3.17e-07	12	1	9.86e-11	1.67e-10	2.06e-10	u	273	0	0	723.0
This study	unknown	Z83.1	Z83	Z83.1a	Z83.1a:LP-DIR-T	hargrave 2016-02-03 13:49:25	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.3	292.1		g	-75.1	2.85e-07	13	1	8.12e-11	1.13e-10	2.09e-10	u	273	0	0	748.0
This study	unknown	Z83.1	Z83	Z83.1a	Z83.1a:LP-DIR-T	hargrave 2016-02-05 11:17:55	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.5	288.6		g	-74.7	2.49e-07	14	1	9.58e-11	9.52e-11	2.14e-10	u	273	0	0	773.0
This study	unknown	Z83.1	Z83	Z83.1a	Z83.1a:LP-DIR-T	hargrave 2016-02-11 14:18:56	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.2	284.7		g	-74.3	2.37e-07	15	1	1.47e-10	1.09e-10	2.42e-10	u	273	0	0	788.0
This study	unknown	Z83.1	Z83	Z83.1a	Z83.1a:LP-DIR-T	hargrave 2016-02-19 12:38:48	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.1	276.2		g	-74.7	2.24e-07	16	1	1.91e-10	7.06e-11	3.80e-11	u	273	0	0	803.0
This study	unknown	Z83.1	Z83	Z83.1a	Z83.1a:LP-DIR-T	hargrave 2016-02-22 11:38:30	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.4	278.7		g	-73.9	1.99e-07	17	1	9.31e-11	7.13e-11	2.24e-10	u	273	0	0	818.0
This study	unknown	Z83.1	Z83	Z83.1a	Z83.1a:LP-DIR-T	hargrave 2016-02-26 11:13:09	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.0	281.5		g	-73.9	1.92e-07	18	1	7.62e-11	7.64e-11	2.60e-10	u	273	0	0	823.0
This study	unknown	Z83.1	Z83	Z83.1a	Z83.1a:LP-DIR-T	hargrave 2016-02-29 11:09:06	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.1	279.2		g	-74.5	1.81e-07	19	1	9.07e-11	6.59e-11	2.49e-10	u	273	0	0	828.0
This study	unknown	Z83.1	Z83	Z83.1a	Z83.1a:LP-DIR-T	hargrave 2016-03-03 15:01:42	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.4	280.7		g	-73.9	1.83e-07	20	1	7.31e-11	8.60e-11	5.53e-12	u	273	0	0	833.0
This study	unknown	Z83.1	Z83	Z83.1a	Z83.1a:LP-DIR-T	hargrave 2016-03-16 11:49:28	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.5	281.8		g	-75.2	1.74e-07	21	1	8.28e-11	7.93e-11	1.98e-11	u	273	0	0	838.0
This study	unknown	Z83.1	Z83	Z83.1a	Z83.1a:LP-DIR-T	hargrave 2016-03-18 10:47:03	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.3	279.6		g	-75.0	1.67e-07	22	1	6.45e-11	6.65e-11	1.62e-11	u	273	0	0	843.0
This study	unknown	Z83.1	Z83	Z83.1a	Z83.1a:LP-DIR-T	hargrave 2016-03-31 20:14:10	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.3	279.0		g	-75.7	1.61e-07	23	1	7.34e-11	5.78e-11	1.38e-11	u	273	0	0	846.0
This study	unknown	Z83.1	Z83	Z83.1a	Z83.1a:LP-DIR-T	hargrave 2016-04-08 11:39:27	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.4	281.6		g	-76.2	1.55e-07	24	1	6.13e-11	6.45e-11	2.02e-11	u	273	0	0	849.0
This study	unknown	Z83.1	Z83	Z83.1a	Z83.1a:LP-DIR-T	hargrave 2016-04-14 13:16:10	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.3	281.3		g	-76.1	1.49e-07	25	1	5.56e-11	6.26e-11	6.45e-12	u	273	0	0	852.0
This study	unknown	Z83.1	Z83	Z83.1a	Z83.1a:LP-DIR-T	hargrave 2016-04-21 11:43:14	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.3	281.2		g	-76.5	1.47e-07	26	1	6.34e-11	5.48e-11	3.09e-11	u	273	0	0	855.0
This study	unknown	Z83.1	Z83	Z83.1a	Z83.1a:LP-DIR-T	hargrave 2016-04-28 12:37:03	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.5	283.3		g	-77.2	1.45e-07	27	1	6.47e-11	6.71e-11	1.82e-11	u	273	0	0	858.0
This study	unknown	Z83.1	Z83	Z83.1a	Z83.1a:LP-DIR-T	hargrave 2016-05-04 13:14:15	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.5	279.7		g	-76.3	1.45e-07	28	1	6.34e-11	6.98e-11	1.47e-11	u	273	0	0	863.0
This study	unknown	Z83.1	Z83	Z83.1a	Z83.1a:LP-DIR-T	hargrave 2016-05-11 12:07:50	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.9	279.8		g	-76.7	1.20e-07	29	1	7.58e-11	6.25e-11	2.81e-11	u	273	0	0	883.0
