tab 	magic_measurements
er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_csd	measurement_dec	measurement_description	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_positions	measurement_sd_x	measurement_sd_y	measurement_sd_z	measurement_standard	measurement_temp	treatment_ac_field	treatment_dc_field	treatment_temp
This study	unknown	Z72.1	Z72	Z72.1a	Z72.1a:LP-DIR-T	hargrave 2015-09-30 14:27:52	LT-NO:LP-DIR-T	pmagpy-3.4.0	3.4	006.2		g	-34.6	3.29e-06	1	1	1.92e-09	4.25e-09	2.19e-09	u	273	0	0	273
This study	unknown	Z72.1	Z72	Z72.1a	Z72.1a:LP-DIR-T	hargrave 2015-10-08 15:41:48	LT-LT-Z:LP-DIR-T	pmagpy-3.4.0	4.0	004.2		g	-34.6	3.20e-06	2	1	1.68e-09	5.19e-09	2.13e-09	u	273	0	0	77
This study	unknown	Z72.1	Z72	Z72.1a	Z72.1a:LP-DIR-T	hargrave 2015-10-22 18:47:33	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	3.6	004.8		g	-35.3	3.23e-06	3	1	2.66e-09	2.64e-09	3.89e-09	u	273	0	0	348.0
This study	unknown	Z72.1	Z72	Z72.1a	Z72.1a:LP-DIR-T	hargrave 2015-11-04 16:36:13	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.2	004.4		g	-34.4	3.27e-06	4	1	1.36e-09	2.67e-09	1.34e-09	u	273	0	0	373.0
This study	unknown	Z72.1	Z72	Z72.1a	Z72.1a:LP-DIR-T	hargrave 2015-11-11 14:41:32	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.2	007.6		g	-34.4	3.30e-06	5	1	8.30e-10	2.85e-09	1.56e-09	u	273	0	0	423.0
This study	unknown	Z72.1	Z72	Z72.1a	Z72.1a:LP-DIR-T	hargrave 2015-11-23 18:52:41	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.0	005.4		g	-34.0	3.32e-06	6	1	1.70e-09	1.30e-09	2.07e-09	u	273	0	0	473.0
This study	unknown	Z72.1	Z72	Z72.1a	Z72.1a:LP-DIR-T	hargrave 2015-12-10 18:39:33	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.3	004.8		g	-33.8	3.30e-06	7	1	2.91e-10	1.03e-09	1.81e-09	u	273	0	0	523.0
This study	unknown	Z72.1	Z72	Z72.1a	Z72.1a:LP-DIR-T	hargrave 2016-01-07 12:30:49	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	5.2	002.6		g	-33.5	3.19e-06	8	1	1.70e-09	7.18e-09	2.01e-09	u	273	0	0	573.0
This study	unknown	Z72.1	Z72	Z72.1a	Z72.1a:LP-DIR-T	hargrave 2016-01-08 20:43:58	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.3	000.2		g	-33.5	3.09e-06	9	1	1.40e-09	1.66e-09	2.43e-09	u	273	0	0	623.0
This study	unknown	Z72.1	Z72	Z72.1a	Z72.1a:LP-DIR-T	hargrave 2016-01-13 11:16:09	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	3.5	003.9		g	-33.5	2.82e-06	10	1	1.39e-09	3.81e-09	1.94e-09	u	273	0	0	673.0
This study	unknown	Z72.1	Z72	Z72.1a	Z72.1a:LP-DIR-T	hargrave 2016-01-20 13:23:34	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.8	004.1		g	-33.2	2.74e-06	11	1	1.76e-09	1.94e-09	2.30e-09	u	273	0	0	698.0
This study	unknown	Z72.1	Z72	Z72.1a	Z72.1a:LP-DIR-T	hargrave 2016-01-22 11:58:12	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.4	359.3		g	-33.7	2.57e-06	12	1	1.03e-09	2.22e-09	1.49e-09	u	273	0	0	723.0
This study	unknown	Z72.1	Z72	Z72.1a	Z72.1a:LP-DIR-T	hargrave 2016-01-29 14:27:27	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.2	353.7		g	-15.8	6.69e-07	13	1	2.91e-10	6.75e-10	1.55e-10	u	273	0	0	748.0
This study	unknown	Z72.1	Z72	Z72.1a	Z72.1a:LP-DIR-T	hargrave 2016-02-05 10:19:51	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.3	003.3		g	-33.1	2.20e-06	14	1	1.18e-09	9.07e-10	1.78e-09	u	273	0	0	773.0
This study	unknown	Z72.1	Z72	Z72.1a	Z72.1a:LP-DIR-T	hargrave 2016-02-11 13:32:07	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.5	003.2		g	-33.1	2.04e-06	15	1	1.04e-09	1.30e-09	1.64e-09	u	273	0	0	788.0
This study	unknown	Z72.1	Z72	Z72.1a	Z72.1a:LP-DIR-T	hargrave 2016-02-19 11:37:55	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.1	000.4		g	-33.6	1.88e-06	16	1	9.06e-10	9.78e-10	1.24e-09	u	273	0	0	803.0
This study	unknown	Z72.1	Z72	Z72.1a	Z72.1a:LP-DIR-T	hargrave 2016-02-22 10:41:35	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	3.0	000.2		g	-32.6	1.49e-06	17	1	1.18e-09	8.57e-10	1.51e-09	u	273	0	0	818.0
This study	unknown	Z72.1	Z72	Z72.1a	Z72.1a:LP-DIR-T	hargrave 2016-02-26 10:16:51	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.7	002.8		g	-33.1	1.48e-06	18	1	8.10e-10	1.36e-09	1.01e-09	u	273	0	0	823.0
This study	unknown	Z72.1	Z72	Z72.1a	Z72.1a:LP-DIR-T	hargrave 2016-02-29 10:13:01	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.5	005.0		g	-32.7	9.09e-07	19	1	5.96e-10	7.19e-10	5.95e-10	u	273	0	0	828.0
This study	unknown	Z72.1	Z72	Z72.1a	Z72.1a:LP-DIR-T	hargrave 2016-03-03 14:08:24	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	3.0	006.4		g	-32.6	9.09e-07	20	1	7.04e-10	8.54e-10	7.09e-10	u	273	0	0	833.0
This study	unknown	Z72.1	Z72	Z72.1a	Z72.1a:LP-DIR-T	hargrave 2016-03-10 13:14:02	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.8	006.6		g	-32.0	8.60e-07	21	1	3.82e-10	6.27e-10	3.07e-10	u	273	0	0	838.0
This study	unknown	Z72.1	Z72	Z72.1a	Z72.1a:LP-DIR-T	hargrave 2016-03-17 14:52:40	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	4.4	010.3		g	-32.8	6.30e-07	22	1	6.76e-10	7.87e-10	7.48e-10	u	273	0	0	843.0
This study	unknown	Z72.1	Z72	Z72.1a	Z72.1a:LP-DIR-T	hargrave 2016-03-31 14:49:35	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.3	011.7		g	-34.5	4.66e-07	23	1	2.95e-10	3.51e-10	2.43e-10	u	273	0	0	846.0
This study	unknown	Z72.1	Z72	Z72.1a	Z72.1a:LP-DIR-T	hargrave 2016-04-08 10:41:21	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.3	018.3		g	-37.1	3.19e-07	24	1	1.62e-10	2.68e-10	1.34e-10	u	273	0	0	849.0
This study	unknown	Z72.1	Z72	Z72.1a	Z72.1a:LP-DIR-T	hargrave 2016-04-14 12:20:01	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	3.1	030.2		g	-37.4	2.20e-07	25	1	1.98e-10	2.40e-10	9.64e-11	u	273	0	0	852.0
This study	unknown	Z72.1	Z72	Z72.1a	Z72.1a:LP-DIR-T	hargrave 2016-04-20 16:06:05	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.5	036.0		g	-38.0	1.84e-07	26	1	1.11e-10	1.70e-10	6.11e-11	u	273	0	0	855.0
This study	unknown	Z72.1	Z72	Z72.1a	Z72.1a:LP-DIR-T	hargrave 2016-04-28 11:36:24	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	4.4	040.7		g	-38.3	1.64e-07	27	1	2.29e-10	2.38e-10	5.90e-11	u	273	0	0	858.0
This study	unknown	Z72.1	Z72	Z72.1a	Z72.1a:LP-DIR-T	hargrave 2016-05-05 11:01:20	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.5	041.7		g	-39.1	1.54e-07	28	1	1.26e-10	1.33e-10	4.47e-11	u	273	0	0	863.0
This study	unknown	Z72.1	Z72	Z72.1a	Z72.1a:LP-DIR-T	hargrave 2016-05-11 11:12:08	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	4.3	044.3		g	-33.1	1.36e-07	29	1	1.04e-10	1.58e-10	2.60e-10	u	273	0	0	883.0
This study	unknown	Z72.1	Z72	Z72.1a	Z72.1a:LP-DIR-T	hargrave 2016-05-19 12:30:54	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.7	045.7		g	-33.5	1.43e-07	30	1	6.67e-11	1.04e-10	5.15e-11	u	273	0	0	903.0
This study	unknown	Z72.1	Z72	Z72.1a	Z72.1a:LP-DIR-T	hargrave 2016-05-22 14:34:29	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	15.9	025.9		g	-23.9	7.56e-08	31	1	1.44e-09	8.73e-10	7.30e-10	u	273	0	0	923.0
This study	unknown	Z72.1	Z72	Z72.1a	Z72.1a:LP-DIR-T	hargrave 2016-05-22 17:10:09	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	3.6	029.0		g	-23.1	1.40e-07	32	1	1.19e-10	2.06e-10	5.50e-11	u	273	0	0	923.0
This study	unknown	Z72.1	Z72	Z72.1a	Z72.1a:LP-DIR-T	hargrave 2016-05-27 13:23:50	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	3.5	037.5		g	-22.6	1.42e-07	33	1	6.98e-11	1.09e-10	2.36e-10	u	273	0	0	933.0
This study	unknown	Z72.1	Z72	Z72.1a	Z72.1a:LP-DIR-T	hargrave 2016-05-30 14:02:29	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.9	026.9		g	-03.3	6.72e-08	34	1	2.62e-11	5.97e-11	2.57e-11	u	273	0	0	943.0
This study	unknown	Z72.1	Z72	Z72.1a	Z72.1a:LP-DIR-T	hargrave 2016-06-08 10:32:19	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	4.6	038.6		g	-39.1	6.07e-08	35	1	8.69e-11	8.86e-11	4.59e-11	u	273	0	0	948.0
This study	unknown	Z72.1	Z72	Z72.1a	Z72.1a:LP-DIR-T	hargrave 2016-06-10 11:20:52	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.4	019.8		g	-07.9	6.11e-08	36	1	3.32e-11	4.61e-11	4.67e-11	u	273	0	0	953.0
This study	unknown	Z72.2	Z72	Z72.2a	Z72.2a:LP-DIR-T	hargrave 2015-09-30 14:29:25	LT-NO:LP-DIR-T	pmagpy-3.4.0	3.6	358.0		g	-17.0	8.40e-07	1	1	3.99e-10	1.35e-09	2.94e-10	u	273	0	0	273
This study	unknown	Z72.2	Z72	Z72.2a	Z72.2a:LP-DIR-T	hargrave 2015-10-08 15:43:27	LT-LT-Z:LP-DIR-T	pmagpy-3.4.0	3.5	356.9		g	-16.7	8.17e-07	2	1	3.68e-10	1.33e-09	2.40e-10	u	273	0	0	77
This study	unknown	Z72.2	Z72	Z72.2a	Z72.2a:LP-DIR-T	hargrave 2015-10-22 18:49:12	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	6.5	000.6		g	-16.5	8.21e-07	3	1	5.19e-10	2.34e-09	6.61e-10	u	273	0	0	348.0
