tab 	magic_measurements
er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_csd	measurement_dec	measurement_description	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_positions	measurement_sd_x	measurement_sd_y	measurement_sd_z	measurement_standard	measurement_temp	treatment_ac_field	treatment_dc_field	treatment_temp
This study	unknown	Z65.1	Z65	Z65.1a	Z65.1a:LP-DIR-T	hargrave 2015-10-07 15:18:32	LT-NO:LP-DIR-T	pmagpy-3.4.0	3.9	020.4		g	-55.8	3.19e-06	1	1	2.68e-09	5.40e-09	2.36e-10	u	273	0	0	273
This study	unknown	Z65.1	Z65	Z65.1a	Z65.1a:LP-DIR-T	hargrave 2015-10-14 15:02:44	LT-LT-Z:LP-DIR-T	pmagpy-3.4.0	4.6	021.6		g	-56.7	3.23e-06	2	1	4.68e-09	5.42e-09	1.21e-09	u	273	0	0	77
This study	unknown	Z65.1	Z65	Z65.1a	Z65.1a:LP-DIR-T	hargrave 2015-10-15 16:52:57	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.7	020.9		g	-56.6	3.32e-06	3	1	3.53e-09	2.08e-09	1.33e-09	u	273	0	0	348.0
This study	unknown	Z65.1	Z65	Z65.1a	Z65.1a:LP-DIR-T	hargrave 2015-10-22 20:50:25	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.3	016.1		g	-56.4	3.44e-06	4	1	2.98e-09	1.99e-09	1.26e-09	u	273	0	0	373.0
This study	unknown	Z65.1	Z65	Z65.1a	Z65.1a:LP-DIR-T	hargrave 2015-11-04 14:54:56	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.3	020.0		g	-56.0	3.49e-06	5	1	8.69e-10	1.76e-09	1.02e-09	u	273	0	0	423.0
This study	unknown	Z65.1	Z65	Z65.1a	Z65.1a:LP-DIR-T	hargrave 2015-11-18 15:24:27	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	0.6	021.0		g	-56.2	3.44e-06	6	1	7.24e-10	7.19e-10	4.31e-10	u	273	0	0	473.0
This study	unknown	Z65.1	Z65	Z65.1a	Z65.1a:LP-DIR-T	hargrave 2015-12-03 12:17:06	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	0.7	019.7		g	-56.6	3.37e-06	7	1	8.24e-10	8.33e-10	3.74e-10	u	273	0	0	523.0
This study	unknown	Z65.1	Z65	Z65.1a	Z65.1a:LP-DIR-T	hargrave 2015-12-17 15:51:21	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.6	022.7		g	-56.4	3.34e-06	8	1	4.38e-09	1.69e-09	3.74e-10	u	273	0	0	573.0
This study	unknown	Z65.1	Z65	Z65.1a	Z65.1a:LP-DIR-T	hargrave 2016-01-07 11:49:05	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	4.1	024.0		g	-57.9	3.32e-06	9	1	2.90e-09	5.97e-09	3.83e-10	u	273	0	0	623.0
This study	unknown	Z65.1	Z65	Z65.1a	Z65.1a:LP-DIR-T	hargrave 2016-01-08 18:56:06	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.9	026.2		g	-58.5	3.22e-06	10	1	2.45e-09	3.83e-09	2.72e-10	u	273	0	0	673.0
This study	unknown	Z65.1	Z65	Z65.1a	Z65.1a:LP-DIR-T	hargrave 2016-01-12 12:10:22	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	3.9	025.2		g	-58.5	3.21e-06	11	1	2.90e-09	5.36e-09	2.84e-10	u	273	0	0	698.0
This study	unknown	Z65.1	Z65	Z65.1a	Z65.1a:LP-DIR-T	hargrave 2016-01-14 09:16:08	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	3.6	025.4		g	-58.6	3.18e-06	12	1	2.40e-09	4.93e-09	2.59e-10	u	273	0	0	723.0
This study	unknown	Z65.1	Z65	Z65.1a	Z65.1a:LP-DIR-T	hargrave 2016-01-22 13:59:26	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	5.1	026.3		g	-58.7	3.12e-06	13	1	2.59e-09	7.21e-09	4.95e-10	u	273	0	0	748.0
This study	unknown	Z65.1	Z65	Z65.1a	Z65.1a:LP-DIR-T	hargrave 2016-01-29 12:39:03	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.3	023.5		g	-58.0	3.08e-06	14	1	1.52e-09	1.29e-09	5.01e-10	u	273	0	0	773.0
This study	unknown	Z65.1	Z65	Z65.1a	Z65.1a:LP-DIR-T	hargrave 2016-02-04 13:41:52	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.4	069.5		g	-56.8	5.21e-06	15	1	2.52e-09	2.43e-09	8.61e-10	u	273	0	0	788.0
This study	unknown	Z65.1	Z65	Z65.1a	Z65.1a:LP-DIR-T	hargrave 2016-02-04 15:37:45	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.7	025.2		g	-58.4	3.07e-06	16	1	1.62e-09	3.71e-09	3.19e-10	u	273	0	0	788.0
This study	unknown	Z65.1	Z65	Z65.1a	Z65.1a:LP-DIR-T	hargrave 2016-02-12 13:55:55	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.4	026.0		g	-58.2	3.03e-06	17	1	1.13e-09	1.72e-09	5.49e-10	u	273	0	0	803.0
This study	unknown	Z65.1	Z65	Z65.1a	Z65.1a:LP-DIR-T	hargrave 2016-02-17 13:40:03	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.4	025.4		g	-58.6	3.00e-06	18	1	1.49e-09	1.35e-09	5.78e-10	u	273	0	0	818.0
