tab 	magic_measurements
er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_csd	measurement_dec	measurement_description	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_positions	measurement_sd_x	measurement_sd_y	measurement_sd_z	measurement_standard	measurement_temp	treatment_ac_field	treatment_dc_field	treatment_temp
This study	unknown	Z76.1	Z76	Z76.1a	Z76.1a:LP-DIR-T	hargrave 2015-09-30 15:20:29	LT-NO:LP-DIR-T	pmagpy-3.4.0	3.1	021.2		g	-17.5	8.52e-07	1	1	5.15e-10	1.14e-09	2.49e-10	u	273	0	0	273
This study	unknown	Z76.1	Z76	Z76.1a	Z76.1a:LP-DIR-T	hargrave 2015-10-08 16:35:30	LT-LT-Z:LP-DIR-T	pmagpy-3.4.0	6.5	019.3		g	-16.9	8.67e-07	2	1	8.56e-10	2.44e-09	1.91e-10	u	273	0	0	77
This study	unknown	Z76.1	Z76	Z76.1a	Z76.1a:LP-DIR-T	hargrave 2015-10-21 13:28:30	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	3.7	021.8		g	-17.0	8.94e-07	3	1	7.70e-10	1.28e-09	3.84e-10	u	273	0	0	348.0
This study	unknown	Z76.1	Z76	Z76.1a	Z76.1a:LP-DIR-T	hargrave 2015-10-28 16:29:02	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.8	018.1		g	-16.8	9.21e-07	4	1	5.22e-10	4.40e-10	4.51e-10	u	273	0	0	373.0
This study	unknown	Z76.1	Z76	Z76.1a	Z76.1a:LP-DIR-T	hargrave 2015-11-04 18:12:51	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.3	017.1		g	-15.0	9.51e-07	5	1	3.73e-10	6.43e-10	7.49e-10	u	273	0	0	423.0
This study	unknown	Z76.1	Z76	Z76.1a	Z76.1a:LP-DIR-T	hargrave 2015-11-18 16:54:25	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.8	016.5		g	-15.4	9.63e-07	6	1	3.41e-10	7.00e-10	3.23e-10	u	273	0	0	473.0
This study	unknown	Z76.1	Z76	Z76.1a	Z76.1a:LP-DIR-T	hargrave 2015-12-16 11:14:20	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	3.0	015.1		g	-15.6	9.55e-07	7	1	5.05e-10	1.21e-09	3.17e-10	u	273	0	0	523.0
This study	unknown	Z76.1	Z76	Z76.1a	Z76.1a:LP-DIR-T	hargrave 2015-12-20 09:19:56	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.8	015.8		g	-16.4	9.36e-07	8	1	4.83e-10	1.12e-09	2.09e-10	u	273	0	0	573.0
This study	unknown	Z76.1	Z76	Z76.1a	Z76.1a:LP-DIR-T	hargrave 2016-01-04 12:01:28	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.8	013.9		g	-16.5	9.09e-07	9	1	4.36e-10	1.13e-09	1.68e-10	u	273	0	0	623.0
This study	unknown	Z76.1	Z76	Z76.1a	Z76.1a:LP-DIR-T	hargrave 2016-01-06 13:11:24	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.7	010.7		g	-19.6	7.49e-07	10	1	2.80e-10	5.09e-10	2.33e-10	u	273	0	0	673.0
This study	unknown	Z76.1	Z76	Z76.1a	Z76.1a:LP-DIR-T	hargrave 2016-01-08 12:24:32	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.7	012.7		g	-19.0	7.07e-07	11	1	2.54e-10	8.00e-10	3.48e-10	u	273	0	0	698.0
This study	unknown	Z76.1	Z76	Z76.1a	Z76.1a:LP-DIR-T	hargrave 2016-01-13 13:20:20	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.5	014.3		g	-20.0	6.65e-07	12	1	2.33e-10	7.06e-10	3.10e-10	u	273	0	0	723.0
This study	unknown	Z76.1	Z76	Z76.1a	Z76.1a:LP-DIR-T	hargrave 2016-01-21 12:33:16	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.4	015.8		g	-21.9	6.04e-07	13	1	2.11e-10	5.93e-10	2.99e-10	u	273	0	0	748.0
This study	unknown	Z76.1	Z76	Z76.1a	Z76.1a:LP-DIR-T	hargrave 2016-01-28 13:18:15	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.9	018.4		g	-23.7	5.46e-07	14	1	2.29e-10	4.31e-10	2.49e-10	u	273	0	0	773.0
This study	unknown	Z76.1	Z76	Z76.1a	Z76.1a:LP-DIR-T	hargrave 2016-02-05 11:56:27	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.7	018.3		g	-25.6	5.27e-07	15	1	2.03e-10	3.33e-10	1.99e-10	u	273	0	0	788.0
This study	unknown	Z76.1	Z76	Z76.1a	Z76.1a:LP-DIR-T	hargrave 2016-02-12 15:17:25	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.8	016.7		g	-26.8	4.78e-07	16	1	2.10e-10	3.00e-10	2.13e-10	u	273	0	0	803.0
This study	unknown	Z76.1	Z76	Z76.1a	Z76.1a:LP-DIR-T	hargrave 2016-02-25 12:25:33	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.2	020.0		g	-25.4	4.24e-07	17	1	2.36e-10	3.91e-10	9.82e-11	u	273	0	0	818.0
This study	unknown	Z76.1	Z76	Z76.1a	Z76.1a:LP-DIR-T	hargrave 2016-02-28 11:27:05	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.5	016.3		g	-28.1	3.90e-07	18	1	1.75e-10	2.19e-10	1.40e-10	u	273	0	0	823.0
This study	unknown	Z76.1	Z76	Z76.1a	Z76.1a:LP-DIR-T	hargrave 2016-02-28 12:50:59	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.5	016.0		g	-28.1	3.90e-07	19	1	1.69e-10	2.15e-10	1.47e-10	u	273	0	0	823.0
This study	unknown	Z76.1	Z76	Z76.1a	Z76.1a:LP-DIR-T	hargrave 2016-03-06 15:33:34	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.7	009.9		g	-01.2	2.91e-07	20	1	1.18e-10	2.06e-10	1.03e-10	u	273	0	0	828.0
This study	unknown	Z76.1	Z76	Z76.1a	Z76.1a:LP-DIR-T	hargrave 2016-03-13 12:53:21	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.6	033.8		g	-13.0	2.69e-07	21	1	1.13e-10	1.72e-10	7.64e-11	u	273	0	0	833.0
This study	unknown	Z76.1	Z76	Z76.1a	Z76.1a:LP-DIR-T	hargrave 2016-03-16 14:20:45	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.9	027.6		g	-09.3	2.70e-07	22	1	2.09e-10	3.02e-10	8.40e-11	u	273	0	0	838.0
This study	unknown	Z76.1	Z76	Z76.1a	Z76.1a:LP-DIR-T	hargrave 2016-03-24 14:17:47	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.2	028.8		g	-24.3	2.48e-07	23	1	1.12e-10	2.26e-10	8.82e-11	u	273	0	0	843.0
This study	unknown	Z76.1	Z76	Z76.1a	Z76.1a:LP-DIR-T	hargrave 2016-04-06 13:28:30	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.8	034.2		g	-10.7	1.95e-07	24	1	1.32e-10	2.17e-10	6.92e-11	u	273	0	0	846.0
This study	unknown	Z76.1	Z76	Z76.1a	Z76.1a:LP-DIR-T	hargrave 2016-04-08 12:16:38	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.0	037.0		g	-24.1	2.14e-07	25	1	1.01e-10	1.57e-10	8.93e-11	u	273	0	0	849.0
This study	unknown	Z76.1	Z76	Z76.1a	Z76.1a:LP-DIR-T	hargrave 2016-04-18 18:27:26	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.5	024.3		g	-10.8	2.36e-07	26	1	1.79e-10	1.47e-10	1.99e-10	u	273	0	0	852.0
This study	unknown	Z76.1	Z76	Z76.1a	Z76.1a:LP-DIR-T	hargrave 2016-04-24 13:14:00	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.1	017.5		g	-21.2	2.06e-07	27	1	9.17e-11	1.62e-10	1.26e-10	u	273	0	0	855.0
