tab 	magic_measurements
er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_csd	measurement_dec	measurement_description	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_positions	measurement_sd_x	measurement_sd_y	measurement_sd_z	measurement_standard	measurement_temp	treatment_ac_field	treatment_dc_field	treatment_temp
This study	unknown	Z92.1	Z92	Z92.1a	Z92.1a:LP-DIR-T	hargrave 2015-09-30 18:28:23	LT-NO:LP-DIR-T	pmagpy-3.4.0	1.4	007.0		g	-61.2	1.57e-05	1	1	8.21e-09	3.04e-09	5.08e-09	u	273	0	0	273
This study	unknown	Z92.1	Z92	Z92.1a	Z92.1a:LP-DIR-T	hargrave 2015-10-14 16:59:51	LT-LT-Z:LP-DIR-T	pmagpy-3.4.0	2.1	003.5		g	-61.0	1.58e-05	2	1	2.84e-09	1.49e-08	1.42e-09	u	273	0	0	77
This study	unknown	Z92.1	Z92	Z92.1a	Z92.1a:LP-DIR-T	hargrave 2015-10-21 18:37:47	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	0.8	005.0		g	-61.2	1.58e-05	3	1	5.17e-09	2.64e-09	2.42e-09	u	273	0	0	348.0
This study	unknown	Z92.1	Z92	Z92.1a	Z92.1a:LP-DIR-T	hargrave 2015-10-28 18:46:54	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	0.6	003.8		g	-61.3	1.59e-05	4	1	3.41e-09	2.83e-09	1.56e-09	u	273	0	0	373.0
This study	unknown	Z92.1	Z92	Z92.1a	Z92.1a:LP-DIR-T	hargrave 2015-11-11 13:43:07	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.9	006.8		g	-61.2	1.58e-05	5	1	1.12e-08	5.88e-09	5.68e-09	u	273	0	0	423.0
This study	unknown	Z92.1	Z92	Z92.1a	Z92.1a:LP-DIR-T	hargrave 2015-11-23 17:52:01	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.7	004.8		g	-61.2	1.59e-05	6	1	1.00e-08	5.04e-09	5.67e-09	u	273	0	0	473.0
This study	unknown	Z92.1	Z92	Z92.1a	Z92.1a:LP-DIR-T	hargrave 2015-12-10 15:33:12	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.2	008.0		g	-61.2	1.59e-05	7	1	7.37e-09	3.16e-09	4.34e-09	u	273	0	0	523.0
This study	unknown	Z92.1	Z92	Z92.1a	Z92.1a:LP-DIR-T	hargrave 2015-12-17 13:39:10	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.5	007.4		g	-61.3	1.57e-05	8	1	8.79e-09	3.54e-09	5.21e-09	u	273	0	0	573.0
This study	unknown	Z92.1	Z92	Z92.1a	Z92.1a:LP-DIR-T	hargrave 2016-01-08 11:30:52	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	3.4	012.1		g	-61.1	1.57e-05	9	1	3.97e-09	2.41e-08	3.82e-09	u	273	0	0	623.0
This study	unknown	Z92.1	Z92	Z92.1a	Z92.1a:LP-DIR-T	hargrave 2016-01-13 14:20:43	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.9	007.9		g	-61.0	1.57e-05	10	1	4.76e-09	1.98e-08	4.23e-09	u	273	0	0	673.0
This study	unknown	Z92.1	Z92	Z92.1a	Z92.1a:LP-DIR-T	hargrave 2016-01-21 11:40:36	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.2	008.1		g	-61.1	1.57e-05	11	1	5.68e-09	1.40e-08	4.08e-09	u	273	0	0	698.0
This study	unknown	Z92.1	Z92	Z92.1a	Z92.1a:LP-DIR-T	hargrave 2016-01-28 12:21:26	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.6	008.2		g	-61.2	1.56e-05	12	1	8.36e-09	6.27e-09	5.19e-09	u	273	0	0	723.0
This study	unknown	Z92.1	Z92	Z92.1a	Z92.1a:LP-DIR-T	hargrave 2016-02-04 12:19:14	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.0	010.4		g	-61.1	1.55e-05	13	1	1.10e-08	8.34e-09	5.54e-09	u	273	0	0	748.0
This study	unknown	Z92.1	Z92	Z92.1a	Z92.1a:LP-DIR-T	hargrave 2016-02-07 13:49:42	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.7	009.6		g	-61.2	1.55e-05	14	1	1.26e-08	1.33e-08	5.47e-09	u	273	0	0	773.0
This study	unknown	Z92.1	Z92	Z92.1a	Z92.1a:LP-DIR-T	hargrave 2016-02-11 12:48:12	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.8	009.2		g	-61.5	1.56e-05	15	1	1.16e-08	1.55e-08	5.92e-09	u	273	0	0	788.0
This study	unknown	Z92.1	Z92	Z92.1a	Z92.1a:LP-DIR-T	hargrave 2016-02-17 11:30:29	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.3	010.8		g	-61.2	1.57e-05	16	1	1.42e-08	7.26e-09	6.17e-09	u	273	0	0	803.0
This study	unknown	Z92.1	Z92	Z92.1a	Z92.1a:LP-DIR-T	hargrave 2016-02-24 16:02:43	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.3	010.9		g	-61.4	1.56e-05	17	1	1.38e-08	6.10e-09	6.84e-09	u	273	0	0	818.0
This study	unknown	Z92.1	Z92	Z92.1a	Z92.1a:LP-DIR-T	hargrave 2016-03-02 15:31:14	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.3	010.1		g	-61.7	1.56e-05	18	1	1.30e-08	8.23e-09	6.94e-09	u	273	0	0	823.0
This study	unknown	Z92.1	Z92	Z92.1a	Z92.1a:LP-DIR-T	hargrave 2016-03-04 10:18:56	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.8	009.6		g	-61.6	1.57e-05	19	1	9.56e-09	7.65e-09	5.20e-09	u	273	0	0	828.0
This study	unknown	Z92.1	Z92	Z92.1a	Z92.1a:LP-DIR-T	hargrave 2016-03-10 12:19:18	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.7	009.7		g	-61.6	1.57e-05	20	1	9.00e-09	6.05e-09	5.43e-09	u	273	0	0	833.0
This study	unknown	Z92.1	Z92	Z92.1a	Z92.1a:LP-DIR-T	hargrave 2016-03-13 18:29:53	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.0	008.4		g	-61.7	1.56e-05	21	1	1.03e-08	8.68e-09	5.49e-09	u	273	0	0	838.0
This study	unknown	Z92.1	Z92	Z92.1a	Z92.1a:LP-DIR-T	hargrave 2016-03-17 12:53:14	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.3	008.6		g	-61.4	1.57e-05	22	1	1.44e-08	6.76e-09	6.34e-09	u	273	0	0	843.0
This study	unknown	Z92.1	Z92	Z92.1a	Z92.1a:LP-DIR-T	hargrave 2016-03-31 13:12:35	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.3	010.2		g	-61.7	1.57e-05	23	1	6.53e-09	5.69e-09	5.04e-09	u	273	0	0	846.0
This study	unknown	Z92.1	Z92	Z92.1a	Z92.1a:LP-DIR-T	hargrave 2016-04-10 19:48:08	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.0	010.8		g	-62.0	1.57e-05	24	1	1.01e-08	8.88e-09	5.10e-09	u	273	0	0	849.0
This study	unknown	Z92.1	Z92	Z92.1a	Z92.1a:LP-DIR-T	hargrave 2016-04-18 20:29:19	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.7	006.1		g	-61.5	1.58e-05	25	1	1.74e-08	8.41e-09	5.77e-09	u	273	0	0	852.0
This study	unknown	Z92.1	Z92	Z92.1a	Z92.1a:LP-DIR-T	hargrave 2016-04-21 13:17:17	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.9	008.2		g	-61.7	1.58e-05	26	1	1.91e-08	7.02e-09	7.32e-09	u	273	0	0	855.0
This study	unknown	Z92.1	Z92	Z92.1a	Z92.1a:LP-DIR-T	hargrave 2016-04-25 17:29:00	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.1	009.7		g	-61.9	1.58e-05	27	1	1.07e-08	9.22e-09	6.93e-09	u	273	0	0	858.0
This study	unknown	Z92.1	Z92	Z92.1a	Z92.1a:LP-DIR-T	hargrave 2016-05-02 15:52:26	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.5	010.0		g	-62.1	1.58e-05	28	1	1.37e-08	1.04e-08	6.77e-09	u	273	0	0	863.0
This study	unknown	Z92.1	Z92	Z92.1a	Z92.1a:LP-DIR-T	hargrave 2016-05-08 12:30:37	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.7	009.2		g	-62.0	1.57e-05	29	1	1.48e-08	1.04e-08	7.39e-09	u	273	0	0	883.0
This study	unknown	Z92.1	Z92	Z92.1a	Z92.1a:LP-DIR-T	hargrave 2016-05-12 10:51:10	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	3.4	008.8		g	-62.2	1.55e-05	30	1	2.01e-08	1.03e-08	9.65e-09	u	273	0	0	903.0
This study	unknown	Z92.1	Z92	Z92.1a	Z92.1a:LP-DIR-T	hargrave 2016-05-12 20:24:16	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.0	010.3		g	-62.4	1.54e-05	31	1	1.08e-08	8.35e-09	6.53e-09	u	273	0	0	923.0
This study	unknown	Z92.1	Z92	Z92.1a	Z92.1a:LP-DIR-T	hargrave 2016-05-20 15:01:41	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.4	010.6		g	-62.1	1.46e-05	32	1	1.37e-08	7.24e-09	5.31e-09	u	273	0	0	933.0
This study	unknown	Z92.1	Z92	Z92.1a	Z92.1a:LP-DIR-T	hargrave 2016-05-23 13:15:21	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	3.0	003.5		g	-59.3	6.35e-06	33	1	6.74e-09	5.36e-09	1.91e-09	u	273	0	0	943.0
This study	unknown	Z92.1	Z92	Z92.1a	Z92.1a:LP-DIR-T	hargrave 2016-05-27 12:28:22	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.8	356.8		g	-57.3	2.31e-06	34	1	1.44e-09	1.28e-09	8.99e-10	u	273	0	0	948.0
This study	unknown	Z92.1	Z92	Z92.1a	Z92.1a:LP-DIR-T	hargrave 2016-05-30 16:32:42	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	17.9	249.9		g	-32.4	1.85e-07	35	1	2.38e-10	2.33e-09	2.09e-09	u	273	0	0	953.0
This study	unknown	Z92.1	Z92	Z92.1a	Z92.1a:LP-DIR-T	hargrave 2016-06-01 12:30:15	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	7.7	259.8		g	-35.4	2.77e-07	36	1	7.23e-10	1.22e-09	1.05e-09	u	273	0	0	953.0
This study	unknown	Z92.1	Z92	Z92.1a	Z92.1a:LP-DIR-T	hargrave 2016-06-06 12:16:12	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	5.3	027.4		g	-38.9	5.66e-07	37	1	8.19e-10	1.03e-09	8.88e-10	u	273	0	0	958.0
This study	unknown	Z92.2	Z92	Z92.2a	Z92.2a:LP-DIR-T	hargrave 2015-09-30 18:29:57	LT-NO:LP-DIR-T	pmagpy-3.4.0	1.6	006.2		g	-66.3	1.43e-05	1	1	8.53e-09	4.31e-09	4.06e-09	u	273	0	0	273
This study	unknown	Z92.2	Z92	Z92.2a	Z92.2a:LP-DIR-T	hargrave 2015-10-14 17:01:21	LT-LT-Z:LP-DIR-T	pmagpy-3.4.0	3.4	008.2		g	-66.5	1.44e-05	2	1	1.95e-08	8.65e-09	8.53e-09	u	273	0	0	77
