tab 	magic_measurements
er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_csd	measurement_dec	measurement_description	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_positions	measurement_sd_x	measurement_sd_y	measurement_sd_z	measurement_standard	measurement_temp	treatment_ac_field	treatment_dc_field	treatment_temp
This study	unknown	Z94.1	Z94	Z94.1a	Z94.1a:LP-DIR-T	hargrave 2015-09-30 18:55:37	LT-NO:LP-DIR-T	pmagpy-3.4.0	1.1	018.8		g	-45.3	1.70e-05	1	1	3.01e-09	7.56e-09	4.63e-09	u	273	0	0	273
This study	unknown	Z94.1	Z94	Z94.1a	Z94.1a:LP-DIR-T	hargrave 2015-10-14 17:30:34	LT-LT-Z:LP-DIR-T	pmagpy-3.4.0	1.1	020.2		g	-46.1	1.73e-05	2	1	4.85e-09	7.46e-09	3.08e-09	u	273	0	0	77
This study	unknown	Z94.1	Z94	Z94.1a	Z94.1a:LP-DIR-T	hargrave 2015-10-22 14:14:57	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.6	018.3		g	-45.8	1.71e-05	3	1	1.29e-08	1.55e-08	5.20e-09	u	273	0	0	348.0
This study	unknown	Z94.1	Z94	Z94.1a	Z94.1a:LP-DIR-T	hargrave 2015-11-04 12:10:42	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.7	019.1		g	-44.9	1.73e-05	4	1	1.05e-08	8.47e-09	3.08e-09	u	273	0	0	373.0
This study	unknown	Z94.1	Z94	Z94.1a	Z94.1a:LP-DIR-T	hargrave 2015-11-11 14:10:22	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.8	019.9		g	-45.1	1.75e-05	5	1	8.59e-09	1.01e-08	5.90e-09	u	273	0	0	423.0
This study	unknown	Z94.1	Z94	Z94.1a	Z94.1a:LP-DIR-T	hargrave 2015-11-23 18:22:27	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.1	018.5		g	-44.8	1.75e-05	6	1	4.50e-09	7.47e-09	3.45e-09	u	273	0	0	473.0
This study	unknown	Z94.1	Z94	Z94.1a	Z94.1a:LP-DIR-T	hargrave 2015-12-10 18:16:49	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.0	019.2		g	-44.7	1.75e-05	7	1	3.58e-09	6.60e-09	3.14e-09	u	273	0	0	523.0
This study	unknown	Z94.1	Z94	Z94.1a	Z94.1a:LP-DIR-T	hargrave 2015-12-17 14:05:43	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	0.9	019.0		g	-44.8	1.76e-05	8	1	3.15e-09	6.75e-09	3.00e-09	u	273	0	0	573.0
This study	unknown	Z94.1	Z94	Z94.1a	Z94.1a:LP-DIR-T	hargrave 2016-01-08 11:55:43	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.3	015.3		g	-44.9	1.75e-05	9	1	7.41e-09	1.70e-08	3.23e-09	u	273	0	0	623.0
This study	unknown	Z94.1	Z94	Z94.1a	Z94.1a:LP-DIR-T	hargrave 2016-01-13 12:50:57	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.4	015.2		g	-44.9	1.74e-05	10	1	7.65e-09	1.79e-08	3.61e-09	u	273	0	0	673.0
This study	unknown	Z94.1	Z94	Z94.1a	Z94.1a:LP-DIR-T	hargrave 2016-01-21 12:05:30	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.7	016.7		g	-44.8	1.74e-05	11	1	5.23e-09	1.22e-08	2.80e-09	u	273	0	0	698.0
This study	unknown	Z94.1	Z94	Z94.1a	Z94.1a:LP-DIR-T	hargrave 2016-01-28 12:48:16	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.3	019.5		g	-44.7	1.73e-05	12	1	4.59e-09	8.40e-09	4.74e-09	u	273	0	0	723.0
This study	unknown	Z94.1	Z94	Z94.1a	Z94.1a:LP-DIR-T	hargrave 2016-02-04 12:47:32	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.4	018.9		g	-44.5	1.74e-05	13	1	7.71e-09	7.53e-09	4.62e-09	u	273	0	0	748.0
This study	unknown	Z94.1	Z94	Z94.1a	Z94.1a:LP-DIR-T	hargrave 2016-02-07 14:17:01	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.2	019.4		g	-44.3	1.74e-05	14	1	6.67e-09	6.10e-09	4.29e-09	u	273	0	0	773.0
This study	unknown	Z94.1	Z94	Z94.1a	Z94.1a:LP-DIR-T	hargrave 2016-02-11 13:10:46	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.0	021.0		g	-44.5	1.75e-05	15	1	4.81e-09	5.78e-09	3.72e-09	u	273	0	0	788.0
This study	unknown	Z94.1	Z94	Z94.1a	Z94.1a:LP-DIR-T	hargrave 2016-02-17 11:57:04	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.2	019.7		g	-44.2	1.74e-05	16	1	7.25e-09	6.70e-09	3.80e-09	u	273	0	0	803.0
This study	unknown	Z94.1	Z94	Z94.1a	Z94.1a:LP-DIR-T	hargrave 2016-02-24 16:27:50	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.1	019.4		g	-44.6	1.74e-05	17	1	1.35e-08	7.26e-09	9.27e-09	u	273	0	0	818.0
This study	unknown	Z94.1	Z94	Z94.1a	Z94.1a:LP-DIR-T	hargrave 2016-03-02 15:59:33	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.3	020.6		g	-44.4	1.73e-05	18	1	5.72e-09	8.20e-09	3.87e-09	u	273	0	0	823.0
This study	unknown	Z94.1	Z94	Z94.1a	Z94.1a:LP-DIR-T	hargrave 2016-03-04 10:45:49	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.6	016.9		g	-44.7	1.72e-05	19	1	8.12e-09	7.08e-09	6.40e-09	u	273	0	0	828.0
This study	unknown	Z94.1	Z94	Z94.1a	Z94.1a:LP-DIR-T	hargrave 2016-03-10 12:46:18	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.3	020.2		g	-44.6	1.72e-05	20	1	5.04e-09	7.19e-09	5.67e-09	u	273	0	0	833.0
This study	unknown	Z94.1	Z94	Z94.1a	Z94.1a:LP-DIR-T	hargrave 2016-03-13 18:56:54	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.8	020.0		g	-44.6	1.70e-05	21	1	7.11e-09	1.12e-08	4.51e-09	u	273	0	0	838.0
This study	unknown	Z94.1	Z94	Z94.1a	Z94.1a:LP-DIR-T	hargrave 2016-03-17 13:21:17	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.9	018.5		g	-44.3	1.70e-05	22	1	9.24e-09	8.43e-09	8.56e-09	u	273	0	0	843.0
This study	unknown	Z94.1	Z94	Z94.1a	Z94.1a:LP-DIR-T	hargrave 2016-03-31 13:37:36	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.3	019.4		g	-44.4	1.69e-05	23	1	5.10e-09	6.72e-09	5.43e-09	u	273	0	0	846.0
This study	unknown	Z94.1	Z94	Z94.1a	Z94.1a:LP-DIR-T	hargrave 2016-04-10 20:18:27	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.2	020.8		g	-44.5	1.68e-05	24	1	5.09e-09	6.54e-09	4.16e-09	u	273	0	0	849.0
This study	unknown	Z94.1	Z94	Z94.1a	Z94.1a:LP-DIR-T	hargrave 2016-04-19 09:57:53	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.1	018.2		g	-44.3	1.68e-05	25	1	4.43e-09	7.84e-09	3.97e-09	u	273	0	0	852.0
This study	unknown	Z94.1	Z94	Z94.1a	Z94.1a:LP-DIR-T	hargrave 2016-04-21 13:47:01	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.2	020.5		g	-44.5	1.67e-05	26	1	5.06e-09	7.14e-09	3.85e-09	u	273	0	0	855.0
This study	unknown	Z94.1	Z94	Z94.1a	Z94.1a:LP-DIR-T	hargrave 2016-04-25 17:55:08	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.5	021.3		g	-44.4	1.66e-05	27	1	9.65e-09	1.59e-08	4.92e-09	u	273	0	0	858.0
This study	unknown	Z94.1	Z94	Z94.1a	Z94.1a:LP-DIR-T	hargrave 2016-05-02 16:26:23	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.6	017.0		g	-44.5	1.65e-05	28	1	6.86e-09	8.77e-09	5.19e-09	u	273	0	0	863.0
This study	unknown	Z94.1	Z94	Z94.1a	Z94.1a:LP-DIR-T	hargrave 2016-05-08 13:00:14	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.4	020.7		g	-44.3	1.62e-05	29	1	5.62e-09	8.21e-09	4.59e-09	u	273	0	0	883.0
This study	unknown	Z94.1	Z94	Z94.1a	Z94.1a:LP-DIR-T	hargrave 2016-05-12 11:19:03	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.8	019.7		g	-44.4	1.55e-05	30	1	8.80e-09	8.65e-09	5.37e-09	u	273	0	0	903.0
