tab 	magic_measurements
er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_csd	measurement_dec	measurement_description	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_positions	measurement_sd_x	measurement_sd_y	measurement_sd_z	measurement_standard	measurement_temp	treatment_ac_field	treatment_dc_field	treatment_temp
This study	unknown	Z88.1	Z88	Z88.1a	Z88.1a:LP-DIR-T	hargrave 2015-09-30 17:30:20	LT-NO:LP-DIR-T	pmagpy-3.4.0	1.3	007.9		g	-01.6	9.88e-07	1	1	2.83e-10	5.02e-10	3.17e-10	u	273	0	0	273
This study	unknown	Z88.1	Z88	Z88.1a	Z88.1a:LP-DIR-T	hargrave 2015-10-08 14:21:55	LT-LT-Z:LP-DIR-T	pmagpy-3.4.0	3.8	006.7		g	-03.8	1.00e-06	2	1	2.42e-10	1.74e-09	2.95e-10	u	273	0	0	77
This study	unknown	Z88.1	Z88	Z88.1a	Z88.1a:LP-DIR-T	hargrave 2015-10-21 17:42:55	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.3	008.6		g	-04.1	1.00e-06	3	1	2.19e-10	8.35e-10	6.64e-10	u	273	0	0	348.0
This study	unknown	Z88.1	Z88	Z88.1a	Z88.1a:LP-DIR-T	hargrave 2015-10-28 17:50:59	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.5	007.8		g	-04.9	1.01e-06	4	1	2.49e-10	4.98e-10	5.07e-10	u	273	0	0	373.0
This study	unknown	Z88.1	Z88	Z88.1a	Z88.1a:LP-DIR-T	hargrave 2015-11-11 12:45:48	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.2	006.9		g	-07.2	1.04e-06	5	1	3.46e-10	9.48e-10	4.81e-10	u	273	0	0	423.0
This study	unknown	Z88.1	Z88	Z88.1a	Z88.1a:LP-DIR-T	hargrave 2015-11-18 13:44:44	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.6	009.2		g	-09.3	1.08e-06	6	1	2.60e-10	7.79e-10	1.85e-10	u	273	0	0	473.0
This study	unknown	Z88.1	Z88	Z88.1a	Z88.1a:LP-DIR-T	hargrave 2015-12-10 14:35:18	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.2	007.5		g	-12.0	1.12e-06	7	1	4.52e-10	4.71e-10	3.22e-10	u	273	0	0	523.0
This study	unknown	Z88.1	Z88	Z88.1a	Z88.1a:LP-DIR-T	hargrave 2015-12-17 17:19:08	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.7	009.6		g	-13.6	1.09e-06	8	1	3.27e-10	8.17e-10	2.66e-10	u	273	0	0	573.0
This study	unknown	Z88.1	Z88	Z88.1a	Z88.1a:LP-DIR-T	hargrave 2016-01-08 10:34:15	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	4.0	006.4		g	-14.4	1.06e-06	9	1	2.84e-10	1.95e-09	3.29e-10	u	273	0	0	623.0
This study	unknown	Z88.1	Z88	Z88.1a	Z88.1a:LP-DIR-T	hargrave 2016-01-12 13:31:59	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	4.3	004.9		g	-15.4	1.03e-06	10	1	2.85e-10	2.00e-09	3.17e-10	u	273	0	0	673.0
