tab 	magic_measurements
er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_csd	measurement_dec	measurement_description	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_positions	measurement_sd_x	measurement_sd_y	measurement_sd_z	measurement_standard	measurement_temp	treatment_ac_field	treatment_dc_field	treatment_temp
This study	unknown	Z82.1	Z82	Z82.1a	Z82.1a:LP-DIR-T	hargrave 2015-10-02 09:52:00	LT-NO:LP-DIR-T	pmagpy-3.4.0	1.5	054.3		g	-69.8	2.37e-06	1	1	1.40e-09	7.37e-10	4.44e-10	u	273	0	0	273
This study	unknown	Z82.1	Z82	Z82.1a	Z82.1a:LP-DIR-T	hargrave 2015-10-08 17:44:44	LT-LT-Z:LP-DIR-T	pmagpy-3.4.0	2.1	054.4		g	-69.9	2.44e-06	2	1	2.27e-09	4.79e-10	5.82e-10	u	273	0	0	77
This study	unknown	Z82.1	Z82	Z82.1a	Z82.1a:LP-DIR-T	hargrave 2015-10-21 14:21:50	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	3.6	052.6		g	-72.6	2.57e-06	3	1	4.13e-09	5.32e-10	8.37e-10	u	273	0	0	348.0
This study	unknown	Z82.1	Z82	Z82.1a	Z82.1a:LP-DIR-T	hargrave 2015-10-28 17:25:07	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.8	053.8		g	-72.9	2.65e-06	4	1	3.27e-09	7.78e-10	9.63e-10	u	273	0	0	373.0
This study	unknown	Z82.1	Z82	Z82.1a	Z82.1a:LP-DIR-T	hargrave 2015-11-04 19:08:05	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.0	055.2		g	-72.2	2.67e-06	5	1	8.57e-10	9.46e-10	3.42e-10	u	273	0	0	423.0
This study	unknown	Z82.1	Z82	Z82.1a	Z82.1a:LP-DIR-T	hargrave 2015-11-18 12:12:26	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.2	054.4		g	-71.8	2.67e-06	6	1	1.26e-09	7.11e-10	4.18e-10	u	273	0	0	473.0
This study	unknown	Z82.1	Z82	Z82.1a	Z82.1a:LP-DIR-T	hargrave 2015-12-16 12:09:31	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.2	055.2		g	-71.9	2.65e-06	7	1	1.37e-09	6.57e-10	1.95e-10	u	273	0	0	523.0
This study	unknown	Z82.1	Z82	Z82.1a	Z82.1a:LP-DIR-T	hargrave 2015-12-20 10:16:10	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.4	057.4		g	-71.5	2.64e-06	8	1	1.47e-09	8.21e-10	3.57e-10	u	273	0	0	573.0
This study	unknown	Z82.1	Z82	Z82.1a	Z82.1a:LP-DIR-T	hargrave 2016-01-04 12:56:37	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	3.6	057.0		g	-71.2	2.62e-06	9	1	3.90e-09	1.97e-09	7.64e-10	u	273	0	0	623.0
This study	unknown	Z82.1	Z82	Z82.1a	Z82.1a:LP-DIR-T	hargrave 2016-01-06 14:02:45	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.2	055.2		g	-71.3	2.54e-06	10	1	1.09e-09	8.94e-10	3.80e-10	u	273	0	0	673.0
