tab 	magic_measurements
er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_csd	measurement_dec	measurement_description	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_positions	measurement_sd_x	measurement_sd_y	measurement_sd_z	measurement_standard	measurement_temp	treatment_ac_field	treatment_dc_field	treatment_temp
This study	unknown	Z74.1	Z74	Z74.1a	Z74.1a:LP-DIR-T	hargrave 2015-09-30 14:54:04	LT-NO:LP-DIR-T	pmagpy-3.4.0	2.6	137.9		g	34.3	9.09e-07	1	1	7.29e-10	8.89e-10	2.09e-10	u	273	0	0	273
This study	unknown	Z74.1	Z74	Z74.1a	Z74.1a:LP-DIR-T	hargrave 2015-10-08 16:09:14	LT-LT-Z:LP-DIR-T	pmagpy-3.4.0	4.5	137.0		g	35.7	8.52e-07	2	1	1.13e-09	1.36e-09	1.85e-10	u	273	0	0	77
This study	unknown	Z74.1	Z74	Z74.1a	Z74.1a:LP-DIR-T	hargrave 2015-10-22 19:00:43	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.4	138.1		g	34.3	8.48e-07	3	1	3.01e-10	5.69e-10	2.02e-10	u	273	0	0	348.0
This study	unknown	Z74.1	Z74	Z74.1a	Z74.1a:LP-DIR-T	hargrave 2015-11-04 16:48:43	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.9	137.0		g	36.0	8.10e-07	4	1	5.82e-10	5.03e-10	1.97e-10	u	273	0	0	373.0
This study	unknown	Z74.1	Z74	Z74.1a	Z74.1a:LP-DIR-T	hargrave 2015-11-11 14:55:56	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.0	135.4		g	35.5	7.87e-07	5	1	5.13e-10	5.94e-10	4.00e-11	u	273	0	0	423.0
This study	unknown	Z74.1	Z74	Z74.1a	Z74.1a:LP-DIR-T	hargrave 2015-11-23 19:03:10	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.1	135.9		g	34.9	7.87e-07	6	1	2.93e-10	3.15e-10	2.11e-10	u	273	0	0	473.0
This study	unknown	Z74.1	Z74	Z74.1a	Z74.1a:LP-DIR-T	hargrave 2015-12-10 18:48:47	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	3.1	134.6		g	34.5	7.87e-07	7	1	5.77e-10	9.65e-10	1.70e-10	u	273	0	0	523.0
This study	unknown	Z74.1	Z74	Z74.1a	Z74.1a:LP-DIR-T	hargrave 2016-01-07 12:41:36	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	4.8	137.4		g	33.5	7.95e-07	8	1	1.14e-09	1.33e-09	1.30e-10	u	273	0	0	573.0
This study	unknown	Z74.1	Z74	Z74.1a	Z74.1a:LP-DIR-T	hargrave 2016-01-08 20:58:30	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	4.4	137.9		g	32.8	8.14e-07	9	1	1.09e-09	1.24e-09	1.28e-10	u	273	0	0	623.0
This study	unknown	Z74.1	Z74	Z74.1a	Z74.1a:LP-DIR-T	hargrave 2016-01-13 11:28:34	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	4.6	139.4		g	31.3	8.44e-07	10	1	1.14e-09	1.38e-09	1.42e-10	u	273	0	0	673.0
This study	unknown	Z74.1	Z74	Z74.1a	Z74.1a:LP-DIR-T	hargrave 2016-01-20 13:34:38	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.9	137.9		g	30.8	8.44e-07	11	1	5.15e-10	5.65e-10	1.28e-10	u	273	0	0	698.0
This study	unknown	Z74.1	Z74	Z74.1a	Z74.1a:LP-DIR-T	hargrave 2016-01-22 12:10:36	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	9.6	145.8		g	28.1	8.06e-07	12	1	2.03e-09	2.96e-09	3.20e-10	u	273	0	0	723.0
This study	unknown	Z74.1	Z74	Z74.1a	Z74.1a:LP-DIR-T	hargrave 2016-01-22 15:14:53	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.9	134.2		g	28.0	8.14e-07	13	1	5.77e-10	5.42e-10	1.30e-10	u	273	0	0	723.0
This study	unknown	Z74.1	Z74	Z74.1a	Z74.1a:LP-DIR-T	hargrave 2016-01-29 14:39:41	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.5	136.4		g	27.2	7.75e-07	14	1	6.94e-10	5.89e-10	1.37e-10	u	273	0	0	748.0
This study	unknown	Z74.1	Z74	Z74.1a	Z74.1a:LP-DIR-T	hargrave 2016-02-05 10:32:24	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.6	136.2		g	26.1	7.56e-07	15	1	4.63e-10	4.08e-10	1.76e-10	u	273	0	0	773.0
This study	unknown	Z74.1	Z74	Z74.1a	Z74.1a:LP-DIR-T	hargrave 2016-02-11 13:41:16	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.7	136.1		g	25.2	7.37e-07	16	1	3.63e-10	4.86e-10	2.06e-10	u	273	0	0	788.0
This study	unknown	Z74.1	Z74	Z74.1a	Z74.1a:LP-DIR-T	hargrave 2016-02-19 11:51:56	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	0.9	135.0		g	23.6	7.45e-07	17	1	2.82e-10	2.69e-10	2.19e-10	u	273	0	0	803.0
This study	unknown	Z74.1	Z74	Z74.1a	Z74.1a:LP-DIR-T	hargrave 2016-02-22 10:52:40	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.3	137.1		g	23.9	7.45e-07	18	1	5.01e-10	6.02e-10	3.19e-10	u	273	0	0	818.0
