tab 	magic_measurements
er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_csd	measurement_dec	measurement_description	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_positions	measurement_sd_x	measurement_sd_y	measurement_sd_z	measurement_standard	measurement_temp	treatment_ac_field	treatment_dc_field	treatment_temp
This study	unknown	Z80.1	Z80	Z80.1a	Z80.1a:LP-DIR-T	hargrave 2015-10-02 09:24:50	LT-NO:LP-DIR-T	pmagpy-3.4.0	2.8	355.3		g	-40.4	6.04e-07	1	1	2.49e-10	7.04e-10	3.01e-10	u	273	0	0	273
This study	unknown	Z80.1	Z80	Z80.1a	Z80.1a:LP-DIR-T	hargrave 2015-10-08 17:17:03	LT-LT-Z:LP-DIR-T	pmagpy-3.4.0	4.2	357.7		g	-41.3	6.19e-07	2	1	2.01e-10	1.20e-09	2.05e-10	u	273	0	0	77
This study	unknown	Z80.1	Z80	Z80.1a	Z80.1a:LP-DIR-T	hargrave 2015-10-21 13:55:43	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	3.8	358.5		g	-40.6	6.49e-07	3	1	5.65e-10	1.01e-09	2.90e-10	u	273	0	0	348.0
This study	unknown	Z80.1	Z80	Z80.1a	Z80.1a:LP-DIR-T	hargrave 2015-10-28 16:57:37	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.2	357.6		g	-40.1	6.95e-07	4	1	5.37e-10	4.79e-10	2.82e-10	u	273	0	0	373.0
This study	unknown	Z80.1	Z80	Z80.1a	Z80.1a:LP-DIR-T	hargrave 2015-11-04 18:40:22	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	3.6	358.0		g	-39.8	7.07e-07	5	1	2.08e-10	1.12e-09	3.73e-10	u	273	0	0	423.0
This study	unknown	Z80.1	Z80	Z80.1a	Z80.1a:LP-DIR-T	hargrave 2015-11-18 17:23:06	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	4.2	359.0		g	-39.2	6.95e-07	6	1	3.24e-10	1.31e-09	2.05e-10	u	273	0	0	473.0
This study	unknown	Z80.1	Z80	Z80.1a	Z80.1a:LP-DIR-T	hargrave 2015-12-16 11:42:07	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	3.3	358.7		g	-39.5	6.53e-07	7	1	2.49e-10	9.74e-10	1.56e-10	u	273	0	0	523.0
This study	unknown	Z80.1	Z80	Z80.1a	Z80.1a:LP-DIR-T	hargrave 2015-12-20 09:48:10	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	3.7	001.5		g	-39.3	6.23e-07	8	1	2.30e-10	1.04e-09	2.02e-10	u	273	0	0	573.0
This study	unknown	Z80.1	Z80	Z80.1a	Z80.1a:LP-DIR-T	hargrave 2016-01-04 12:29:00	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	4.4	001.9		g	-39.0	5.81e-07	9	1	2.22e-10	1.17e-09	2.12e-10	u	273	0	0	623.0
This study	unknown	Z80.1	Z80	Z80.1a	Z80.1a:LP-DIR-T	hargrave 2016-01-06 13:36:09	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	3.5	359.1		g	-39.2	5.16e-07	10	1	1.67e-10	8.20e-10	2.06e-10	u	273	0	0	673.0
This study	unknown	Z80.1	Z80	Z80.1a	Z80.1a:LP-DIR-T	hargrave 2016-01-08 12:53:37	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	3.6	003.6		g	-38.8	4.93e-07	11	1	1.55e-10	7.89e-10	2.22e-10	u	273	0	0	698.0
This study	unknown	Z80.1	Z80	Z80.1a	Z80.1a:LP-DIR-T	hargrave 2016-01-13 13:49:42	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.2	001.7		g	-38.4	4.74e-07	12	1	1.57e-10	2.30e-10	2.03e-10	u	273	0	0	723.0
This study	unknown	Z80.1	Z80	Z80.1a	Z80.1a:LP-DIR-T	hargrave 2016-01-21 13:02:08	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	3.2	002.0		g	-38.0	4.58e-07	13	1	1.61e-10	6.65e-10	2.11e-10	u	273	0	0	748.0
This study	unknown	Z80.1	Z80	Z80.1a	Z80.1a:LP-DIR-T	hargrave 2016-01-28 13:47:52	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	3.5	001.3		g	-38.2	4.43e-07	14	1	1.58e-10	7.01e-10	1.01e-10	u	273	0	0	773.0
This study	unknown	Z80.1	Z80	Z80.1a	Z80.1a:LP-DIR-T	hargrave 2016-02-05 12:24:19	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	4.2	002.6		g	-38.0	4.32e-07	15	1	1.64e-10	7.97e-10	2.80e-10	u	273	0	0	788.0
This study	unknown	Z80.1	Z80	Z80.1a	Z80.1a:LP-DIR-T	hargrave 2016-02-12 15:43:48	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.6	017.1		g	-21.8	4.20e-06	16	1	9.75e-10	2.79e-09	9.72e-10	u	273	0	0	803.0
This study	unknown	Z80.1	Z80	Z80.1a	Z80.1a:LP-DIR-T	hargrave 2016-02-25 12:50:38	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	3.1	002.3		g	-38.0	3.97e-07	17	1	1.83e-10	4.96e-10	2.80e-10	u	273	0	0	818.0
This study	unknown	Z80.1	Z80	Z80.1a	Z80.1a:LP-DIR-T	hargrave 2016-02-28 11:54:04	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.7	000.5		g	-37.0	3.90e-07	18	1	2.09e-10	3.35e-10	3.24e-10	u	273	0	0	823.0
This study	unknown	Z80.1	Z80	Z80.1a	Z80.1a:LP-DIR-T	hargrave 2016-02-28 13:18:10	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.6	000.3		g	-37.0	3.90e-07	19	1	2.11e-10	3.13e-10	3.16e-10	u	273	0	0	823.0
This study	unknown	Z80.1	Z80	Z80.1a	Z80.1a:LP-DIR-T	hargrave 2016-03-06 16:00:49	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.4	000.8		g	-37.1	3.82e-07	20	1	1.45e-10	3.63e-10	2.68e-10	u	273	0	0	828.0
This study	unknown	Z80.1	Z80	Z80.1a	Z80.1a:LP-DIR-T	hargrave 2016-03-13 13:21:10	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.9	004.9		g	-38.1	3.73e-07	21	1	1.40e-10	2.59e-10	2.52e-10	u	273	0	0	833.0
This study	unknown	Z80.1	Z80	Z80.1a	Z80.1a:LP-DIR-T	hargrave 2016-03-16 14:48:04	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	4.3	003.5		g	-38.7	3.73e-07	22	1	1.86e-10	7.20e-10	2.12e-10	u	273	0	0	838.0
