tab 	magic_measurements
er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_csd	measurement_dec	measurement_description	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_positions	measurement_sd_x	measurement_sd_y	measurement_sd_z	measurement_standard	measurement_temp	treatment_ac_field	treatment_dc_field	treatment_temp
This study	unknown	Z84.1	Z84	Z84.1a	Z84.1a:LP-DIR-T	hargrave 2015-10-02 10:17:30	LT-NO:LP-DIR-T	pmagpy-3.4.0	3.6	119.4		g	-13.3	2.52e-08	1	1	3.21e-11	2.69e-11	3.08e-12	u	273	0	0	273
This study	unknown	Z84.1	Z84	Z84.1a	Z84.1a:LP-DIR-T	hargrave 2015-10-08 17:59:49	LT-LT-Z:LP-DIR-T	pmagpy-3.4.0	10.3	123.2		g	-12.6	2.61e-08	2	1	9.36e-11	7.22e-11	4.50e-12	u	273	0	0	77
This study	unknown	Z84.1	Z84	Z84.1a	Z84.1a:LP-DIR-T	hargrave 2015-10-09 11:01:28	LT-LT-Z:LP-DIR-T	pmagpy-3.4.0	66.0	177.4		g	-00.6	1.11e-08	3	1	1.96e-11	6.24e-10	1.51e-10	u	273	0	0	77
This study	unknown	Z84.1	Z84	Z84.1a	Z84.1a:LP-DIR-T	hargrave 2015-10-09 11:11:43	LT-LT-Z:LP-DIR-T	pmagpy-3.4.0	6.8	122.2		g	-12.2	2.63e-08	4	1	6.35e-11	4.63e-11	4.83e-12	u	273	0	0	77
This study	unknown	Z84.1	Z84	Z84.1a	Z84.1a:LP-DIR-T	hargrave 2015-10-22 19:28:55	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	4.6	118.7		g	-17.6	2.58e-08	5	1	4.47e-11	2.70e-11	1.21e-11	u	273	0	0	348.0
This study	unknown	Z84.1	Z84	Z84.1a	Z84.1a:LP-DIR-T	hargrave 2015-11-04 17:46:42	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	3.1	108.4		g	-22.2	2.51e-08	6	1	3.11e-11	1.45e-11	4.04e-12	u	273	0	0	373.0
This study	unknown	Z84.1	Z84	Z84.1a	Z84.1a:LP-DIR-T	hargrave 2015-11-11 12:00:45	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.7	102.2		g	-24.5	2.56e-08	7	1	2.72e-11	1.22e-11	7.06e-12	u	273	0	0	423.0
This study	unknown	Z84.1	Z84	Z84.1a	Z84.1a:LP-DIR-T	hargrave 2015-12-03 09:30:27	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.5	097.6		g	-26.6	2.50e-08	8	1	2.69e-11	7.33e-12	3.68e-12	u	273	0	0	473.0
This study	unknown	Z84.1	Z84	Z84.1a	Z84.1a:LP-DIR-T	hargrave 2015-12-18 12:33:21	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	3.6	094.0		g	-27.4	2.52e-08	9	1	3.89e-11	9.58e-12	2.27e-12	u	273	0	0	523.0
This study	unknown	Z84.1	Z84	Z84.1a	Z84.1a:LP-DIR-T	hargrave 2016-01-07 13:40:11	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	3.6	096.5		g	-26.7	2.47e-08	10	1	3.74e-11	1.17e-11	5.11e-12	u	273	0	0	573.0
This study	unknown	Z84.1	Z84	Z84.1a	Z84.1a:LP-DIR-T	hargrave 2016-01-11 13:46:07	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	7.0	095.8		g	-21.3	2.27e-08	11	1	6.87e-11	1.21e-11	5.42e-12	u	273	0	0	623.0
This study	unknown	Z84.1	Z84	Z84.1a	Z84.1a:LP-DIR-T	hargrave 2016-01-13 12:25:52	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	5.6	118.7		g	-02.0	2.27e-08	12	1	4.65e-11	3.04e-11	5.26e-12	u	273	0	0	673.0
This study	unknown	Z84.1	Z84	Z84.1a	Z84.1a:LP-DIR-T	hargrave 2016-01-20 14:30:11	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	11.4	125.0		g	03.9	2.40e-08	13	1	9.63e-11	7.25e-11	6.46e-12	u	273	0	0	698.0
This study	unknown	Z84.1	Z84	Z84.1a	Z84.1a:LP-DIR-T	hargrave 2016-01-20 15:17:08	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	3.7	125.4		g	03.5	2.43e-08	14	1	3.33e-11	2.23e-11	5.33e-12	u	273	0	0	698.0
This study	unknown	Z84.1	Z84	Z84.1a	Z84.1a:LP-DIR-T	hargrave 2016-01-22 13:08:06	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	6.0	134.4		g	10.8	2.66e-08	15	1	4.80e-11	4.99e-11	6.27e-12	u	273	0	0	723.0
This study	unknown	Z84.1	Z84	Z84.1a	Z84.1a:LP-DIR-T	hargrave 2016-02-03 14:02:46	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.0	138.0		g	14.4	2.79e-08	16	1	1.74e-11	1.75e-11	8.39e-12	u	273	0	0	748.0
This study	unknown	Z84.1	Z84	Z84.1a	Z84.1a:LP-DIR-T	hargrave 2016-02-05 11:31:24	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.3	139.3		g	17.1	2.88e-08	17	1	2.07e-11	2.24e-11	7.16e-12	u	273	0	0	773.0
This study	unknown	Z84.1	Z84	Z84.1a	Z84.1a:LP-DIR-T	hargrave 2016-02-11 14:29:15	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.4	142.5		g	17.9	2.84e-08	18	1	1.13e-11	1.54e-11	6.70e-12	u	273	0	0	788.0
This study	unknown	Z84.1	Z84	Z84.1a	Z84.1a:LP-DIR-T	hargrave 2016-02-19 12:50:55	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.5	139.1		g	18.2	2.79e-08	19	1	9.67e-12	1.46e-11	9.42e-12	u	273	0	0	803.0
This study	unknown	Z84.1	Z84	Z84.1a	Z84.1a:LP-DIR-T	hargrave 2016-02-22 11:52:03	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.1	139.3		g	17.2	2.69e-08	20	1	9.80e-12	9.19e-12	7.81e-12	u	273	0	0	818.0
This study	unknown	Z84.1	Z84	Z84.1a	Z84.1a:LP-DIR-T	hargrave 2016-02-26 11:25:23	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	3.9	142.6		g	18.8	2.60e-08	21	1	2.62e-11	3.63e-11	8.52e-12	u	273	0	0	823.0
This study	unknown	Z84.1	Z84	Z84.1a	Z84.1a:LP-DIR-T	hargrave 2016-02-29 11:21:55	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.9	141.6		g	19.8	2.54e-08	22	1	1.33e-11	1.79e-11	8.76e-12	u	273	0	0	828.0
This study	unknown	Z84.1	Z84	Z84.1a	Z84.1a:LP-DIR-T	hargrave 2016-03-03 15:13:04	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	4.7	143.1		g	19.5	2.46e-08	23	1	3.06e-11	4.01e-11	8.90e-12	u	273	0	0	833.0
